,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.07545995898544788,212.0,300.0,300,0.25,12000
1,1,0.15382658399175853,241.0,602.0,300,0.25,12000
2,2,0.229598541976884,241.0,903.0,300,0.25,12000
3,3,0.3054018340772018,243.0,1205.0,300,0.25,12000
4,4,0.3814746249699965,248.0,1507.0,300,0.25,12000
5,5,0.4569212089991197,248.0,1808.0,300,0.25,12000
6,6,0.5323795840376988,248.0,2109.0,300,0.25,12000
7,7,0.608774209045805,248.0,2410.0,300,0.25,12000
8,8,0.6867157500237226,249.0,2712.0,300,0.25,12000
9,9,0.7627860839711502,249.0,3013.0,300,0.25,12000
10,10,0.8381564170122147,249.0,3314.0,300,0.25,12000
11,11,0.9133317919913679,249.0,3615.0,300,0.25,12000
12,12,0.9889344170223922,249.0,3916.0,300,0.25,12000
13,13,1.0670871250331402,252.0,4218.0,300,0.25,12000
14,14,1.144011834054254,254.0,4520.0,300,0.25,12000
15,15,1.2194182090461254,254.0,4821.0,300,0.25,12000
16,16,1.2949293340789154,254.0,5122.0,300,0.25,12000
17,17,1.370246250065975,254.0,5423.0,300,0.25,12000
18,18,1.4457909590564668,254.0,5724.0,300,0.25,12000
19,19,1.5210762500064448,254.0,6025.0,300,0.25,12000
20,20,1.596901374985464,254.0,6326.0,300,0.25,12000
21,21,1.6721935420064256,254.0,6627.0,300,0.25,12000
22,22,1.7475767920259386,266.0,6929.0,300,0.25,12000
23,23,1.823030999978073,266.0,7230.0,300,0.25,12000
24,24,1.8983085000654683,266.0,7531.0,300,0.25,12000
25,25,1.9735942920669913,266.0,7832.0,300,0.25,12000
26,26,2.0482671670615673,266.0,8133.0,300,0.25,12000
27,27,2.123298417078331,266.0,8434.0,300,0.25,12000
28,28,2.1982457920676097,266.0,8735.0,300,0.25,12000
29,29,2.273385667009279,266.0,9036.0,300,0.25,12000
30,30,2.3493078340543434,266.0,9337.0,300,0.25,12000
31,31,2.426464791991748,266.0,9638.0,300,0.25,12000
32,32,2.5026512920157984,266.0,9939.0,300,0.25,12000
33,33,2.582529917010106,266.0,10240.0,300,0.25,12000
34,34,2.6602147090015933,266.0,10541.0,300,0.25,12000
35,35,2.738304291968234,266.0,10842.0,300,0.25,12000
36,36,2.8139419170329347,266.0,11143.0,300,0.25,12000
37,37,2.8897964589996263,272.0,11445.0,300,0.25,12000
38,38,2.964960667071864,272.0,11746.0,300,0.25,12000
39,39,3.0405625000130385,272.0,12047.0,300,0.25,12000
40,40,3.115815959055908,272.0,12348.0,300,0.25,12000
41,41,3.1909733340144157,272.0,12649.0,300,0.25,12000
42,42,3.2655920840334147,272.0,12950.0,300,0.25,12000
43,43,3.341153417015448,272.0,13251.0,300,0.25,12000
44,44,3.4164951670682058,272.0,13552.0,300,0.25,12000
45,45,3.491643459070474,272.0,13853.0,300,0.25,12000
46,46,3.5673000840470195,278.0,14155.0,300,0.25,12000
47,47,3.6426477920031175,278.0,14456.0,300,0.25,12000
48,48,3.717872375040315,278.0,14757.0,300,0.25,12000
49,49,3.7937183340545744,278.0,15058.0,300,0.25,12000
50,50,3.869494167040102,278.0,15359.0,300,0.25,12000
51,51,3.9447891670279205,278.0,15660.0,300,0.25,12000
52,52,4.020019417046569,278.0,15961.0,300,0.25,12000
53,53,4.095186125021428,278.0,16262.0,300,0.25,12000
54,54,4.170163625036366,278.0,16563.0,300,0.25,12000
55,55,4.245305042015389,278.0,16864.0,300,0.25,12000
56,56,4.320193500025198,278.0,17165.0,300,0.25,12000
57,57,4.395255959010683,278.0,17466.0,300,0.25,12000
58,58,4.470526791992597,279.0,17768.0,300,0.25,12000
59,59,4.545972499996424,280.0,18070.0,300,0.25,12000
60,60,4.620958084007725,280.0,18371.0,300,0.25,12000
61,61,4.697545874980278,281.0,18673.0,300,0.25,12000
62,62,4.7754627499962226,282.0,18975.0,300,0.25,12000
63,63,4.851343292044476,286.0,19277.0,300,0.25,12000
64,64,4.9269469999708235,293.0,19579.0,300,0.25,12000
65,65,5.002578750019893,294.0,19881.0,300,0.25,12000
66,66,5.077873624977656,294.0,20182.0,300,0.25,12000
67,67,5.153482250054367,296.0,20484.0,300,0.25,12000
68,68,5.228729834081605,296.0,20785.0,300,0.25,12000
69,69,5.30434608401265,297.0,21087.0,300,0.25,12000
70,70,5.380325209000148,297.0,21388.0,300,0.25,12000
71,71,5.455564875039272,303.0,21690.0,300,0.25,12000
72,72,5.531643124995753,306.0,21992.0,300,0.25,12000
73,73,5.606865084031597,306.0,22293.0,300,0.25,12000
74,74,5.682102084043436,306.0,22594.0,300,0.25,12000
75,75,5.757502999971621,311.0,22896.0,300,0.25,12000
76,76,5.832774667069316,314.0,23198.0,300,0.25,12000
77,77,5.9081674590706825,314.0,23499.0,300,0.25,12000
78,78,5.983564916998148,314.0,23800.0,300,0.25,12000
79,79,6.059013499994762,320.0,24102.0,300,0.25,12000
80,80,6.134184334077872,320.0,24403.0,300,0.25,12000
81,81,6.209446583990939,321.0,24705.0,300,0.25,12000
82,82,6.284887499990873,322.0,25007.0,300,0.25,12000
83,83,6.360194792039692,329.0,25309.0,300,0.25,12000
84,84,6.434988541994244,329.0,25610.0,300,0.25,12000
85,85,6.510671584052034,330.0,25912.0,300,0.25,12000
86,86,6.587574500008486,330.0,26213.0,300,0.25,12000
87,87,6.663394208997488,339.0,26515.0,300,0.25,12000
88,88,6.740858584060334,339.0,26816.0,300,0.25,12000
89,89,6.817976208985783,350.0,27118.0,300,0.25,12000
90,90,6.894088375032879,350.0,27419.0,300,0.25,12000
91,91,6.969565834035166,350.0,27720.0,300,0.25,12000
92,92,7.045019750017673,350.0,28021.0,300,0.25,12000
93,93,7.120650583994575,350.0,28322.0,300,0.25,12000
94,94,7.1957094999961555,350.0,28623.0,300,0.25,12000
95,95,7.27111508406233,350.0,28924.0,300,0.25,12000
96,96,7.346639042021707,365.0,29226.0,300,0.25,12000
97,97,7.421942083979957,365.0,29527.0,300,0.25,12000
98,98,7.49760729202535,366.0,29829.0,300,0.25,12000
99,99,7.5753229999681935,366.0,30130.0,300,0.25,12000
100,100,7.651540459017269,366.0,30431.0,300,0.25,12000
101,101,7.727444458985701,366.0,30732.0,300,0.25,12000
102,102,7.8029732500435784,366.0,31033.0,300,0.25,12000
103,103,7.879087709006853,368.0,31335.0,300,0.25,12000
104,104,7.955181334051304,371.0,31637.0,300,0.25,12000
105,105,8.030689417035319,376.0,31939.0,300,0.25,12000
106,106,8.105970125063322,377.0,32241.0,300,0.25,12000
107,107,8.181672959006391,382.0,32543.0,300,0.25,12000
108,108,8.257762916968204,385.0,32845.0,300,0.25,12000
109,109,8.333542292006314,393.0,33147.0,300,0.25,12000
110,110,8.4083728750702,393.0,33448.0,300,0.25,12000
111,111,8.483909000060521,396.0,33750.0,300,0.25,12000
112,112,8.559529124991968,401.0,34052.0,300,0.25,12000
113,113,8.634850459056906,401.0,34353.0,300,0.25,12000
114,114,8.71019920904655,401.0,34654.0,300,0.25,12000
115,115,8.788049124996178,401.0,34955.0,300,0.25,12000
116,116,8.865750084049068,401.0,35256.0,300,0.25,12000
117,117,8.942095375037752,401.0,35557.0,300,0.25,12000
118,118,9.018004292040132,404.0,35859.0,300,0.25,12000
119,119,9.094268792076036,412.0,36161.0,300,0.25,12000
120,120,9.17225345899351,421.0,36463.0,300,0.25,12000
121,121,9.249207959044725,421.0,36764.0,300,0.25,12000
122,122,9.32511145900935,421.0,37065.0,300,0.25,12000
123,123,9.400857125059702,421.0,37366.0,300,0.25,12000
124,124,9.476419834070839,421.0,37667.0,300,0.25,12000
125,125,9.552494167000987,423.0,37969.0,300,0.25,12000
126,126,9.628616000059992,432.0,38271.0,300,0.25,12000
127,127,9.703895625076257,433.0,38573.0,300,0.25,12000
128,128,9.77976820897311,446.0,38875.0,300,0.25,12000
129,129,9.855609917081892,446.0,39176.0,300,0.25,12000
130,130,9.930800792062655,446.0,39477.0,300,0.25,12000
131,131,10.006333792000078,446.0,39778.0,300,0.25,12000
132,132,10.081973124993965,446.0,40079.0,300,0.25,12000
133,133,10.157556000049226,447.0,40381.0,300,0.25,12000
134,134,10.233059333986603,447.0,40682.0,300,0.25,12000
135,135,10.308787084068172,468.0,40984.0,300,0.25,12000
136,136,10.384303250000812,468.0,41285.0,300,0.25,12000
137,137,10.459705083980225,468.0,41586.0,300,0.25,12000
138,138,10.535112124984153,468.0,41887.0,300,0.25,12000
139,139,10.61066424997989,468.0,42188.0,300,0.25,12000
140,140,10.686332500074059,471.0,42490.0,300,0.25,12000
141,141,10.762174334027804,471.0,42791.0,300,0.25,12000
142,142,10.840278542018496,471.0,43092.0,300,0.25,12000
143,143,10.9168359170435,474.0,43394.0,300,0.25,12000
144,144,10.993592499988154,474.0,43695.0,300,0.25,12000
145,145,11.069067750009708,474.0,43996.0,300,0.25,12000
146,146,11.145055458997376,482.0,44298.0,300,0.25,12000
147,147,11.221013374975882,484.0,44600.0,300,0.25,12000
148,148,11.296994167030789,486.0,44902.0,300,0.25,12000
149,149,11.372587167075835,486.0,45203.0,300,0.25,12000
150,150,11.448950459016487,489.0,45505.0,300,0.25,12000
151,151,11.527875749976374,495.0,45807.0,300,0.25,12000
152,152,11.604949124972336,495.0,46108.0,300,0.25,12000
153,153,11.681832875008695,502.0,46410.0,300,0.25,12000
154,154,11.759224959067069,505.0,46712.0,300,0.25,12000
155,155,11.835002042003907,505.0,47013.0,300,0.25,12000
156,156,11.910543959005736,508.0,47315.0,300,0.25,12000
157,157,11.987006042036228,508.0,47616.0,300,0.25,12000
158,158,12.063021334004588,515.0,47918.0,300,0.25,12000
159,159,12.139372417004779,515.0,48219.0,300,0.25,12000
160,160,12.214865416986868,518.0,48521.0,300,0.25,12000
161,161,12.291149709024467,518.0,48822.0,300,0.25,12000
162,162,12.366581042064354,522.0,49124.0,300,0.25,12000
163,163,12.442332459031604,522.0,49425.0,300,0.25,12000
164,164,12.517949750064872,524.0,49727.0,300,0.25,12000
165,165,12.593983834027313,524.0,50028.0,300,0.25,12000
166,166,12.669655042001978,532.0,50330.0,300,0.25,12000
167,167,12.745704791974276,537.0,50632.0,300,0.25,12000
168,168,12.820799709064886,537.0,50933.0,300,0.25,12000
169,169,12.899455500068143,538.0,51235.0,300,0.25,12000
170,170,12.976438625017181,538.0,51536.0,300,0.25,12000
171,171,13.052451292052865,545.0,51838.0,300,0.25,12000
172,172,13.128736292012036,555.0,52140.0,300,0.25,12000
173,173,13.204051084001549,555.0,52441.0,300,0.25,12000
174,174,13.2798190000467,555.0,52742.0,300,0.25,12000
175,175,13.35543704207521,555.0,53043.0,300,0.25,12000
176,176,13.43141249998007,564.0,53345.0,300,0.25,12000
177,177,13.50727433396969,564.0,53646.0,300,0.25,12000
178,178,13.582982792053372,564.0,53947.0,300,0.25,12000
179,179,13.658868792001158,566.0,54249.0,300,0.25,12000
180,180,13.7341781250434,566.0,54550.0,300,0.25,12000
181,181,13.809809708967805,566.0,54851.0,300,0.25,12000
182,182,13.88531675003469,570.0,55153.0,300,0.25,12000
183,183,13.96087837498635,573.0,55455.0,300,0.25,12000
184,184,14.03660358407069,574.0,55757.0,300,0.25,12000
185,185,14.111787833971903,580.0,56059.0,300,0.25,12000
186,186,14.187406084034592,580.0,56360.0,300,0.25,12000
187,187,14.262802375014871,580.0,56661.0,300,0.25,12000
188,188,14.33861233398784,583.0,56963.0,300,0.25,12000
189,189,14.414437500061467,588.0,57265.0,300,0.25,12000
190,190,14.48984608403407,588.0,57566.0,300,0.25,12000
191,191,14.56616116699297,588.0,57867.0,300,0.25,12000
192,192,14.64297683397308,590.0,58169.0,300,0.25,12000
193,193,14.71918600006029,594.0,58471.0,300,0.25,12000
194,194,14.794827334000729,594.0,58772.0,300,0.25,12000
195,195,14.87045525002759,597.0,59074.0,300,0.25,12000
196,196,14.949794042040594,601.0,59376.0,300,0.25,12000
197,197,15.026075541973114,601.0,59677.0,300,0.25,12000
198,198,15.151195709011517,604.0,59979.0,300,0.25,12000
199,199,15.227871875045821,604.0,60280.0,300,0.25,12000
200,200,15.3042057499988,608.0,60582.0,300,0.25,12000
201,201,15.380486999987625,609.0,60884.0,300,0.25,12000
202,202,15.456120250048116,609.0,61185.0,300,0.25,12000
203,203,15.534724583965726,610.0,61487.0,300,0.25,12000
204,204,15.612916250014678,615.0,61789.0,300,0.25,12000
205,205,15.688974875025451,615.0,62090.0,300,0.25,12000
206,206,15.764778958982788,615.0,62391.0,300,0.25,12000
207,207,15.840532375033945,618.0,62693.0,300,0.25,12000
208,208,15.916416167048737,618.0,62994.0,300,0.25,12000
209,209,15.992018833989277,620.0,63296.0,300,0.25,12000
210,210,16.06741995899938,624.0,63598.0,300,0.25,12000
211,211,16.143232209025882,624.0,63899.0,300,0.25,12000
212,212,16.220682459068485,624.0,64200.0,300,0.25,12000
213,213,16.297109417035244,630.0,64502.0,300,0.25,12000
214,214,16.372823541983962,630.0,64803.0,300,0.25,12000
215,215,16.448905333993025,633.0,65105.0,300,0.25,12000
216,216,16.525042499997653,633.0,65406.0,300,0.25,12000
217,217,16.600787583971396,633.0,65707.0,300,0.25,12000
218,218,16.6765708749881,633.0,66008.0,300,0.25,12000
219,219,16.752165084006265,634.0,66310.0,300,0.25,12000
220,220,16.827540667029098,640.0,66612.0,300,0.25,12000
221,221,16.903143709059805,640.0,66913.0,300,0.25,12000
222,222,16.981757209054194,641.0,67215.0,300,0.25,12000
223,223,17.058352667023428,641.0,67516.0,300,0.25,12000
224,224,17.134618291980587,642.0,67818.0,300,0.25,12000
225,225,17.2105660000816,642.0,68119.0,300,0.25,12000
226,226,17.286076458985917,642.0,68420.0,300,0.25,12000
227,227,17.36186920898035,644.0,68722.0,300,0.25,12000
228,228,17.437778000021353,646.0,69024.0,300,0.25,12000
229,229,17.513385834055953,646.0,69325.0,300,0.25,12000
230,230,17.589006834081374,649.0,69627.0,300,0.25,12000
231,231,17.664428625022992,649.0,69928.0,300,0.25,12000
232,232,17.739840334048495,652.0,70230.0,300,0.25,12000
233,233,17.815552334068343,654.0,70532.0,300,0.25,12000
234,234,17.89181841700338,660.0,70834.0,300,0.25,12000
235,235,17.966846292023547,660.0,71135.0,300,0.25,12000
236,236,18.043343291967176,660.0,71436.0,300,0.25,12000
237,237,18.119470583973452,660.0,71737.0,300,0.25,12000
238,238,18.19509208400268,660.0,72038.0,300,0.25,12000
239,239,18.271212792024016,662.0,72340.0,300,0.25,12000
240,240,18.34799074998591,662.0,72641.0,300,0.25,12000
241,241,18.423591375001706,663.0,72943.0,300,0.25,12000
242,242,18.499547166982666,663.0,73244.0,300,0.25,12000
243,243,18.575151209020987,665.0,73546.0,300,0.25,12000
244,244,18.650362459011376,665.0,73847.0,300,0.25,12000
245,245,18.725928041967563,666.0,74149.0,300,0.25,12000
246,246,18.802121291984804,667.0,74451.0,300,0.25,12000
247,247,18.87771337502636,667.0,74752.0,300,0.25,12000
248,248,18.954003375023603,670.0,75054.0,300,0.25,12000
249,249,19.03183774999343,670.0,75355.0,300,0.25,12000
250,250,19.107673875056207,672.0,75657.0,300,0.25,12000
251,251,19.183402916998602,675.0,75959.0,300,0.25,12000
252,252,19.259534417069517,675.0,76260.0,300,0.25,12000
253,253,19.336328958976083,675.0,76561.0,300,0.25,12000
254,254,19.412390500074252,675.0,76862.0,300,0.25,12000
255,255,19.488235375029035,676.0,77164.0,300,0.25,12000
256,256,19.564014542032965,676.0,77465.0,300,0.25,12000
257,257,19.63952850003261,677.0,77767.0,300,0.25,12000
258,258,19.715399125008844,677.0,78068.0,300,0.25,12000
259,259,19.791201499989256,679.0,78370.0,300,0.25,12000
260,260,19.867412667023018,679.0,78671.0,300,0.25,12000
261,261,19.943036834010854,681.0,78973.0,300,0.25,12000
262,262,20.018811666988768,681.0,79274.0,300,0.25,12000
263,263,20.094163208967075,681.0,79575.0,300,0.25,12000
264,264,20.169653792050667,683.0,79877.0,300,0.25,12000
265,265,20.246029834030196,684.0,80179.0,300,0.25,12000
266,266,20.32120337500237,684.0,80480.0,300,0.25,12000
267,267,20.397126459050924,686.0,80782.0,300,0.25,12000
268,268,20.473126084078103,686.0,81083.0,300,0.25,12000
269,269,20.548932250007056,686.0,81384.0,300,0.25,12000
270,270,20.62493050005287,686.0,81685.0,300,0.25,12000
271,271,20.70065616699867,687.0,81987.0,300,0.25,12000
272,272,20.776013000053354,687.0,82288.0,300,0.25,12000
273,273,20.851133209071122,687.0,82589.0,300,0.25,12000
274,274,20.926702209049836,688.0,82891.0,300,0.25,12000
275,275,21.003784041968174,688.0,83192.0,300,0.25,12000
276,276,21.08165075001307,688.0,83493.0,300,0.25,12000
277,277,21.157820541993715,690.0,83795.0,300,0.25,12000
278,278,21.23344229196664,690.0,84096.0,300,0.25,12000
279,279,21.309578209067695,692.0,84398.0,300,0.25,12000
280,280,21.386327709071338,692.0,84699.0,300,0.25,12000
281,281,21.462703666999005,693.0,85001.0,300,0.25,12000
282,282,21.538936458993703,694.0,85303.0,300,0.25,12000
283,283,21.615040458971635,694.0,85604.0,300,0.25,12000
284,284,21.6908439170802,695.0,85906.0,300,0.25,12000
285,285,21.76658270903863,695.0,86207.0,300,0.25,12000
286,286,21.84160712501034,695.0,86508.0,300,0.25,12000
287,287,21.917370917042717,696.0,86810.0,300,0.25,12000
288,288,21.993394750053994,697.0,87112.0,300,0.25,12000
289,289,22.068772583967075,697.0,87413.0,300,0.25,12000
290,290,22.14381670905277,697.0,87714.0,300,0.25,12000
291,291,22.219747917028144,699.0,88016.0,300,0.25,12000
292,292,22.295909584034234,699.0,88317.0,300,0.25,12000
293,293,22.370998834026977,699.0,88618.0,300,0.25,12000
294,294,22.44669833406806,699.0,88919.0,300,0.25,12000
295,295,22.523717334028333,699.0,89220.0,300,0.25,12000
296,296,22.599540875060484,699.0,89521.0,300,0.25,12000
297,297,22.675244334037416,700.0,89823.0,300,0.25,12000
298,298,22.750212584040128,700.0,90124.0,300,0.25,12000
299,299,22.82541825005319,700.0,90425.0,300,0.25,12000
300,300,22.90067295904737,700.0,90726.0,300,0.25,12000
301,301,22.976613959064707,703.0,91028.0,300,0.25,12000
302,302,23.05408841697499,703.0,91329.0,300,0.25,12000
303,303,23.13224520906806,703.0,91630.0,300,0.25,12000
304,304,23.208181834081188,703.0,91931.0,300,0.25,12000
305,305,23.283775584073737,703.0,92232.0,300,0.25,12000
306,306,23.35880912502762,703.0,92533.0,300,0.25,12000
307,307,23.43462225003168,705.0,92835.0,300,0.25,12000
308,308,23.511366542079486,705.0,93136.0,300,0.25,12000
309,309,23.587334166979417,705.0,93437.0,300,0.25,12000
310,310,23.66258762497455,705.0,93738.0,300,0.25,12000
311,311,23.738405958982185,706.0,94040.0,300,0.25,12000
312,312,23.8137321670074,706.0,94341.0,300,0.25,12000
313,313,23.88944729208015,707.0,94643.0,300,0.25,12000
314,314,23.965259375050664,707.0,94944.0,300,0.25,12000
315,315,24.04055487504229,708.0,95246.0,300,0.25,12000
316,316,24.116476666997187,710.0,95548.0,300,0.25,12000
317,317,24.191543583991006,710.0,95849.0,300,0.25,12000
318,318,24.266682208981365,710.0,96150.0,300,0.25,12000
319,319,24.341894084005617,710.0,96451.0,300,0.25,12000
320,320,24.417036166996695,710.0,96752.0,300,0.25,12000
321,321,24.49213949998375,710.0,97053.0,300,0.25,12000
322,322,24.567029000027105,711.0,97355.0,300,0.25,12000
323,323,24.64227829198353,711.0,97656.0,300,0.25,12000
324,324,24.71784200007096,711.0,97957.0,300,0.25,12000
325,325,24.79304670903366,711.0,98258.0,300,0.25,12000
326,326,24.868267167010345,713.0,98560.0,300,0.25,12000
327,327,24.94410850002896,713.0,98861.0,300,0.25,12000
328,328,25.019584374967963,713.0,99162.0,300,0.25,12000
329,329,25.09704916703049,713.0,99463.0,300,0.25,12000
330,330,25.17409845907241,714.0,99765.0,300,0.25,12000
331,331,25.249808959080838,714.0,100066.0,300,0.25,12000
332,332,25.325530208996497,714.0,100367.0,300,0.25,12000
333,333,25.40115120902192,715.0,100669.0,300,0.25,12000
334,334,25.47717662504874,715.0,100970.0,300,0.25,12000
335,335,25.552252541994676,715.0,101271.0,300,0.25,12000
336,336,25.627559417043813,715.0,101572.0,300,0.25,12000
337,337,25.70266058400739,715.0,101873.0,300,0.25,12000
338,338,25.777713792049326,716.0,102175.0,300,0.25,12000
339,339,25.853378292056732,717.0,102477.0,300,0.25,12000
340,340,25.928819917025976,717.0,102778.0,300,0.25,12000
341,341,26.004000000073574,717.0,103079.0,300,0.25,12000
342,342,26.079429666977376,718.0,103381.0,300,0.25,12000
343,343,26.15495900006499,718.0,103682.0,300,0.25,12000
344,344,26.229917959077284,718.0,103983.0,300,0.25,12000
345,345,26.305216750013642,718.0,104284.0,300,0.25,12000
346,346,26.3804992090445,718.0,104585.0,300,0.25,12000
347,347,26.45577345904894,718.0,104886.0,300,0.25,12000
348,348,26.531007250072435,718.0,105187.0,300,0.25,12000
349,349,26.60753462498542,718.0,105488.0,300,0.25,12000
350,350,26.68425616703462,718.0,105789.0,300,0.25,12000
351,351,26.76063808402978,719.0,106091.0,300,0.25,12000
352,352,26.83601037506014,719.0,106392.0,300,0.25,12000
353,353,26.911641209037043,719.0,106693.0,300,0.25,12000
354,354,26.987137209041975,720.0,106995.0,300,0.25,12000
355,355,27.063279709080234,720.0,107296.0,300,0.25,12000
356,356,27.14096566697117,720.0,107597.0,300,0.25,12000
357,357,27.216887291986495,720.0,107898.0,300,0.25,12000
358,358,27.29242054198403,720.0,108199.0,300,0.25,12000
359,359,27.367980625014752,721.0,108501.0,300,0.25,12000
360,360,27.44330520904623,721.0,108802.0,300,0.25,12000
361,361,27.51832908403594,721.0,109103.0,300,0.25,12000
362,362,27.593479917035438,721.0,109404.0,300,0.25,12000
363,363,27.66870033403393,721.0,109705.0,300,0.25,12000
364,364,27.743608792079613,721.0,110006.0,300,0.25,12000
365,365,27.81902216700837,722.0,110308.0,300,0.25,12000
366,366,27.89459679205902,722.0,110609.0,300,0.25,12000
367,367,27.97005612507928,722.0,110910.0,300,0.25,12000
368,368,28.045356250018813,722.0,111211.0,300,0.25,12000
369,369,28.121662375051528,722.0,111512.0,300,0.25,12000
370,370,28.19739795906935,722.0,111813.0,300,0.25,12000
371,371,28.272632875014096,722.0,112114.0,300,0.25,12000
372,372,28.348133541992866,722.0,112415.0,300,0.25,12000
373,373,28.423386459005997,722.0,112716.0,300,0.25,12000
374,374,28.498539375024848,722.0,113017.0,300,0.25,12000
375,375,28.57419483398553,722.0,113318.0,300,0.25,12000
376,376,28.649225417058915,722.0,113619.0,300,0.25,12000
377,377,28.724949875031598,723.0,113921.0,300,0.25,12000
378,378,28.80045062501449,723.0,114222.0,300,0.25,12000
379,379,28.87569416698534,723.0,114523.0,300,0.25,12000
380,380,28.951044292072766,723.0,114824.0,300,0.25,12000
381,381,29.02636270900257,723.0,115125.0,300,0.25,12000
382,382,29.101133792079054,723.0,115426.0,300,0.25,12000
383,383,29.17793291702401,723.0,115727.0,300,0.25,12000
384,384,29.255302209057845,724.0,116029.0,300,0.25,12000
385,385,29.331357125076465,724.0,116330.0,300,0.25,12000
386,386,29.40678629197646,724.0,116631.0,300,0.25,12000
387,387,29.482359750079922,724.0,116932.0,300,0.25,12000
388,388,29.55763954203576,724.0,117233.0,300,0.25,12000
389,389,29.632734125014395,724.0,117534.0,300,0.25,12000
390,390,29.707926374976523,725.0,117836.0,300,0.25,12000
391,391,29.783459041966125,725.0,118137.0,300,0.25,12000
392,392,29.85866279201582,725.0,118438.0,300,0.25,12000
393,393,29.934137333999388,725.0,118739.0,300,0.25,12000
394,394,30.008939084014855,725.0,119040.0,300,0.25,12000
395,395,30.084097584011033,725.0,119341.0,300,0.25,12000
396,396,30.159368542023003,725.0,119642.0,300,0.25,12000
397,397,30.234074709005654,725.0,119943.0,300,0.25,12000
398,398,30.309063917025924,725.0,120244.0,300,0.25,12000
399,399,30.38395383406896,725.0,120545.0,300,0.25,12000
400,400,30.458733750041574,725.0,120846.0,300,0.25,12000
